epi_week,week_start,week,cases,deaths,c_cases,c_deaths,district
43,87,2023-10-23,0,0,1465,56,Nkhotakota
10,2,2022-03-07,1,0,1,0,Nsanje
11,3,2022-03-14,21,1,22,1,Nsanje
12,4,2022-03-21,10,0,32,1,Nsanje
13,5,2022-03-28,22,1,54,2,Nsanje
14,6,2022-04-04,15,1,69,3,Nsanje
15,7,2022-04-11,2,0,71,3,Nsanje
16,8,2022-04-18,2,0,73,3,Nsanje
17,9,2022-04-25,7,0,80,3,Nsanje
18,10,2022-05-02,6,1,86,4,Nsanje
19,11,2022-05-09,24,3,110,7,Nsanje
20,12,2022-05-16,43,1,153,8,Nsanje
21,13,2022-05-23,25,0,178,8,Nsanje
22,14,2022-05-30,15,1,193,9,Nsanje
23,15,2022-06-06,9,0,202,9,Nsanje
24,16,2022-06-13,11,1,213,10,Nsanje
25,17,2022-06-20,6,0,219,10,Nsanje
26,18,2022-06-27,13,2,232,12,Nsanje
27,19,2022-07-04,9,0,241,12,Nsanje
28,20,2022-07-11,6,0,247,12,Nsanje
29,21,2022-07-18,11,0,258,12,Nsanje
30,22,2022-07-25,7,1,265,13,Nsanje
31,23,2022-08-01,8,0,273,13,Nsanje
32,24,2022-08-08,0,0,273,13,Nsanje
33,25,2022-08-15,2,1,275,14,Nsanje
34,26,2022-08-22,0,0,275,14,Nsanje
35,27,2022-08-29,0,0,275,14,Nsanje
36,28,2022-09-05,0,0,275,14,Nsanje
37,29,2022-09-12,0,0,275,14,Nsanje
38,30,2022-09-19,2,0,277,14,Nsanje
39,31,2022-09-26,3,0,280,14,Nsanje
40,32,2022-10-03,0,0,280,14,Nsanje
41,33,2022-10-10,1,0,281,14,Nsanje
42,34,2022-10-17,0,0,281,14,Nsanje
43,35,2022-10-24,0,0,281,14,Nsanje
44,36,2022-10-31,0,0,281,14,Nsanje
45,37,2022-11-07,0,0,281,14,Nsanje
46,38,2022-11-14,0,0,281,14,Nsanje
47,39,2022-11-21,0,0,281,14,Nsanje
48,40,2022-11-28,1,0,282,14,Nsanje
49,41,2022-12-05,1,0,283,14,Nsanje
50,42,2022-12-12,1,0,284,14,Nsanje
51,43,2022-12-19,2,0,286,14,Nsanje
52,44,2022-12-26,3,0,289,14,Nsanje
1,45,2023-01-02,4,0,293,14,Nsanje
2,46,2023-01-09,2,0,295,14,Nsanje
3,47,2023-01-16,9,1,304,15,Nsanje
4,48,2023-01-23,15,0,319,15,Nsanje
5,49,2023-01-30,18,0,337,15,Nsanje
6,50,2023-02-06,16,0,353,15,Nsanje
7,51,2023-02-13,11,1,364,16,Nsanje
8,52,2023-02-20,11,0,375,16,Nsanje
9,53,2023-02-27,36,0,411,16,Nsanje
10,54,2023-03-06,16,0,427,16,Nsanje
11,55,2023-03-13,17,0,444,16,Nsanje
12,56,2023-03-20,23,0,467,16,Nsanje
13,57,2023-03-27,10,0,477,16,Nsanje
14,58,2023-04-03,8,1,485,17,Nsanje
15,59,2023-04-10,7,0,492,17,Nsanje
16,60,2023-04-17,7,0,499,17,Nsanje
17,61,2023-04-24,27,4,526,21,Nsanje
18,62,2023-05-01,29,0,555,21,Nsanje
19,63,2023-05-08,35,0,590,21,Nsanje
20,64,2023-05-15,20,0,610,21,Nsanje
21,65,2023-05-22,5,0,615,21,Nsanje
22,66,2023-05-29,2,0,617,21,Nsanje
23,67,2023-06-05,2,0,619,21,Nsanje
24,68,2023-06-12,4,0,623,21,Nsanje
25,69,2023-06-19,9,0,632,21,Nsanje
26,70,2023-06-26,5,0,637,21,Nsanje
27,71,2023-07-03,5,0,642,21,Nsanje
28,72,2023-07-10,1,0,643,21,Nsanje
29,73,2023-07-17,0,0,643,21,Nsanje
30,74,2023-07-24,0,0,643,21,Nsanje
31,75,2023-07-31,0,0,643,21,Nsanje
32,76,2023-08-07,0,0,643,21,Nsanje
33,77,2023-08-14,1,0,644,21,Nsanje
34,78,2023-08-21,6,0,650,21,Nsanje
35,79,2023-08-28,2,0,652,21,Nsanje
36,80,2023-09-04,5,0,657,21,Nsanje
37,81,2023-09-11,7,0,664,21,Nsanje
38,82,2023-09-18,2,0,666,21,Nsanje
39,83,2023-09-25,5,0,671,21,Nsanje
40,84,2023-10-02,5,0,676,21,Nsanje
41,85,2023-10-09,11,0,687,21,Nsanje
42,86,2023-10-16,3,0,690,21,Nsanje
43,87,2023-10-23,0,0,690,21,Nsanje
38,30,2022-09-19,1,0,1,0,Ntcheu
39,31,2022-09-26,3,0,4,0,Ntcheu
40,32,2022-10-03,1,0,5,0,Ntcheu
41,33,2022-10-10,9,0,14,0,Ntcheu
42,34,2022-10-17,13,0,27,0,Ntcheu
43,35,2022-10-24,4,0,31,0,Ntcheu
44,36,2022-10-31,8,0,39,0,Ntcheu
45,37,2022-11-07,13,0,52,0,Ntcheu
46,38,2022-11-14,46,1,98,1,Ntcheu
47,39,2022-11-21,37,0,135,1,Ntcheu
48,40,2022-11-28,45,4,180,5,Ntcheu
49,41,2022-12-05,49,0,229,5,Ntcheu
50,42,2022-12-12,73,0,302,5,Ntcheu
51,43,2022-12-19,17,0,319,5,Ntcheu
52,44,2022-12-26,47,0,366,5,Ntcheu
1,45,2023-01-02,273,3,639,8,Ntcheu
2,46,2023-01-09,119,2,758,10,Ntcheu
3,47,2023-01-16,151,1,909,11,Ntcheu
4,48,2023-01-23,229,5,1138,16,Ntcheu
5,49,2023-01-30,291,6,1429,22,Ntcheu
6,50,2023-02-06,47,8,1476,30,Ntcheu
7,51,2023-02-13,63,4,1539,34,Ntcheu
8,52,2023-02-20,67,10,1606,44,Ntcheu
9,53,2023-02-27,88,3,1694,47,Ntcheu
10,54,2023-03-06,66,2,1760,49,Ntcheu
11,55,2023-03-13,71,7,1831,56,Ntcheu
12,56,2023-03-20,36,0,1867,56,Ntcheu
13,57,2023-03-27,11,0,1878,56,Ntcheu
14,58,2023-04-03,18,0,1896,56,Ntcheu
15,59,2023-04-10,17,0,1913,56,Ntcheu
16,60,2023-04-17,6,0,1919,56,Ntcheu
17,61,2023-04-24,2,0,1921,56,Ntcheu
18,62,2023-05-01,2,0,1923,56,Ntcheu
19,63,2023-05-08,3,0,1926,56,Ntcheu
20,64,2023-05-15,0,0,1926,56,Ntcheu
21,65,2023-05-22,0,0,1926,56,Ntcheu
22,66,2023-05-29,0,0,1926,56,Ntcheu
23,67,2023-06-05,0,0,1926,56,Ntcheu
24,68,2023-06-12,5,0,1931,56,Ntcheu
25,69,2023-06-19,3,0,1934,56,Ntcheu
26,70,2023-06-26,2,0,1936,56,Ntcheu
27,71,2023-07-03,1,0,1937,56,Ntcheu
28,72,2023-07-10,0,0,1937,56,Ntcheu
29,73,2023-07-17,0,0,1937,56,Ntcheu
30,74,2023-07-24,0,0,1937,56,Ntcheu
31,75,2023-07-31,0,0,1937,56,Ntcheu
32,76,2023-08-07,0,0,1937,56,Ntcheu
33,77,2023-08-14,0,0,1937,56,Ntcheu
34,78,2023-08-21,0,0,1937,56,Ntcheu
35,79,2023-08-28,0,0,1937,56,Ntcheu
36,80,2023-09-04,0,0,1937,56,Ntcheu
37,81,2023-09-11,0,0,1937,56,Ntcheu
38,82,2023-09-18,0,0,1937,56,Ntcheu
39,83,2023-09-25,0,0,1937,56,Ntcheu
40,84,2023-10-02,0,0,1937,56,Ntcheu
41,85,2023-10-09,0,0,1937,56,Ntcheu
42,86,2023-10-16,0,0,1937,56,Ntcheu
43,87,2023-10-23,0,0,1937,56,Ntcheu
40,32,2022-10-03,2,0,2,0,Ntchisi
41,33,2022-10-10,1,0,3,0,Ntchisi
42,34,2022-10-17,0,0,3,0,Ntchisi
43,35,2022-10-24,1,0,4,0,Ntchisi
44,36,2022-10-31,2,0,6,0,Ntchisi
45,37,2022-11-07,0,0,6,0,Ntchisi
46,38,2022-11-14,0,0,6,0,Ntchisi
47,39,2022-11-21,0,0,6,0,Ntchisi
48,40,2022-11-28,0,0,6,0,Ntchisi
49,41,2022-12-05,0,0,6,0,Ntchisi
50,42,2022-12-12,0,0,6,0,Ntchisi
51,43,2022-12-19,0,0,6,0,Ntchisi
52,44,2022-12-26,0,0,6,0,Ntchisi
1,45,2023-01-02,4,0,10,0,Ntchisi
2,46,2023-01-09,2,0,12,0,Ntchisi
3,47,2023-01-16,4,0,16,0,Ntchisi
4,48,2023-01-23,1,0,17,0,Ntchisi
5,49,2023-01-30,11,0,28,0,Ntchisi
6,50,2023-02-06,3,0,31,0,Ntchisi
7,51,2023-02-13,3,0,34,0,Ntchisi
8,52,2023-02-20,19,2,53,2,Ntchisi
9,53,2023-02-27,1,0,54,2,Ntchisi
10,54,2023-03-06,8,0,62,2,Ntchisi
11,55,2023-03-13,3,0,65,2,Ntchisi
12,56,2023-03-20,2,0,67,2,Ntchisi
13,57,2023-03-27,1,0,68,2,Ntchisi
14,58,2023-04-03,0,0,68,2,Ntchisi
15,59,2023-04-10,0,0,68,2,Ntchisi
16,60,2023-04-17,0,0,68,2,Ntchisi
17,61,2023-04-24,0,0,68,2,Ntchisi
18,62,2023-05-01,0,0,68,2,Ntchisi
19,63,2023-05-08,0,0,68,2,Ntchisi
20,64,2023-05-15,0,0,68,2,Ntchisi
21,65,2023-05-22,0,0,68,2,Ntchisi
22,66,2023-05-29,0,0,68,2,Ntchisi
23,67,2023-06-05,0,0,68,2,Ntchisi
24,68,2023-06-12,0,0,68,2,Ntchisi
25,69,2023-06-19,0,0,68,2,Ntchisi
26,70,2023-06-26,0,0,68,2,Ntchisi
27,71,2023-07-03,0,0,68,2,Ntchisi
28,72,2023-07-10,0,0,68,2,Ntchisi
29,73,2023-07-17,0,0,68,2,Ntchisi
30,74,2023-07-24,0,0,68,2,Ntchisi
31,75,2023-07-31,0,0,68,2,Ntchisi
32,76,2023-08-07,0,0,68,2,Ntchisi
33,77,2023-08-14,0,0,68,2,Ntchisi
34,78,2023-08-21,0,0,68,2,Ntchisi
35,79,2023-08-28,0,0,68,2,Ntchisi
36,80,2023-09-04,0,0,68,2,Ntchisi
37,81,2023-09-11,0,0,68,2,Ntchisi
38,82,2023-09-18,0,0,68,2,Ntchisi
39,83,2023-09-25,0,0,68,2,Ntchisi
40,84,2023-10-02,0,0,68,2,Ntchisi
41,85,2023-10-09,0,0,68,2,Ntchisi
42,86,2023-10-16,0,0,68,2,Ntchisi
43,87,2023-10-23,0,0,68,2,Ntchisi
42,34,2022-10-17,36,7,36,7,Phalombe
43,35,2022-10-24,4,0,40,7,Phalombe
44,36,2022-10-31,2,1,42,8,Phalombe
45,37,2022-11-07,1,0,43,8,Phalombe
46,38,2022-11-14,0,0,43,8,Phalombe
47,39,2022-11-21,2,0,45,8,Phalombe
48,40,2022-11-28,0,0,45,8,Phalombe
49,41,2022-12-05,1,0,46,8,Phalombe
50,42,2022-12-12,8,1,54,9,Phalombe
51,43,2022-12-19,7,0,61,9,Phalombe
52,44,2022-12-26,5,0,66,9,Phalombe
1,45,2023-01-02,14,2,80,11,Phalombe
2,46,2023-01-09,9,0,89,11,Phalombe
3,47,2023-01-16,21,0,110,11,Phalombe
4,48,2023-01-23,20,0,130,11,Phalombe
5,49,2023-01-30,38,0,168,11,Phalombe
6,50,2023-02-06,51,0,219,11,Phalombe
7,51,2023-02-13,14,1,233,12,Phalombe
8,52,2023-02-20,32,0,265,12,Phalombe
9,53,2023-02-27,20,1,285,13,Phalombe
10,54,2023-03-06,11,0,296,13,Phalombe
11,55,2023-03-13,0,1,296,14,Phalombe
12,56,2023-03-20,2,0,298,14,Phalombe
13,57,2023-03-27,4,0,302,14,Phalombe
14,58,2023-04-03,0,0,302,14,Phalombe
15,59,2023-04-10,0,0,302,14,Phalombe
16,60,2023-04-17,0,0,302,14,Phalombe
17,61,2023-04-24,0,0,302,14,Phalombe
18,62,2023-05-01,0,0,302,14,Phalombe
19,63,2023-05-08,0,0,302,14,Phalombe
20,64,2023-05-15,0,0,302,14,Phalombe
21,65,2023-05-22,0,0,302,14,Phalombe
22,66,2023-05-29,0,0,302,14,Phalombe
23,67,2023-06-05,0,0,302,14,Phalombe
24,68,2023-06-12,0,0,302,14,Phalombe
25,69,2023-06-19,0,0,302,14,Phalombe
26,70,2023-06-26,0,0,302,14,Phalombe
27,71,2023-07-03,0,0,302,14,Phalombe
28,72,2023-07-10,0,0,302,14,Phalombe
29,73,2023-07-17,0,0,302,14,Phalombe
30,74,2023-07-24,0,0,302,14,Phalombe
31,75,2023-07-31,0,0,302,14,Phalombe
32,76,2023-08-07,0,0,302,14,Phalombe
33,77,2023-08-14,0,0,302,14,Phalombe
34,78,2023-08-21,0,0,302,14,Phalombe
35,79,2023-08-28,0,0,302,14,Phalombe
36,80,2023-09-04,0,0,302,14,Phalombe
37,81,2023-09-11,0,0,302,14,Phalombe
38,82,2023-09-18,0,0,302,14,Phalombe
39,83,2023-09-25,0,0,302,14,Phalombe
40,84,2023-10-02,0,0,302,14,Phalombe
41,85,2023-10-09,0,0,302,14,Phalombe
42,86,2023-10-16,0,0,302,14,Phalombe
43,87,2023-10-23,0,0,302,14,Phalombe
34,26,2022-08-22,5,1,5,1,Rumphi
35,27,2022-08-29,36,1,41,2,Rumphi
36,28,2022-09-05,200,2,241,4,Rumphi
37,29,2022-09-12,89,4,330,8,Rumphi
38,30,2022-09-19,57,2,387,10,Rumphi
39,31,2022-09-26,61,1,448,11,Rumphi
40,32,2022-10-03,74,0,522,11,Rumphi
41,33,2022-10-10,45,0,567,11,Rumphi
42,34,2022-10-17,55,2,622,13,Rumphi
43,35,2022-10-24,70,1,692,14,Rumphi
44,36,2022-10-31,61,2,753,16,Rumphi
45,37,2022-11-07,55,1,808,17,Rumphi
46,38,2022-11-14,30,1,838,18,Rumphi
47,39,2022-11-21,31,0,869,18,Rumphi
48,40,2022-11-28,18,0,887,18,Rumphi
49,41,2022-12-05,16,0,903,18,Rumphi
50,42,2022-12-12,11,0,914,18,Rumphi
51,43,2022-12-19,4,0,918,18,Rumphi
52,44,2022-12-26,0,0,918,18,Rumphi
1,45,2023-01-02,8,0,926,18,Rumphi
2,46,2023-01-09,1,0,927,18,Rumphi
3,47,2023-01-16,1,0,928,18,Rumphi
4,48,2023-01-23,NA,NA,928,18,Rumphi
5,49,2023-01-30,NA,NA,928,18,Rumphi
6,50,2023-02-06,NA,NA,928,18,Rumphi
7,51,2023-02-13,1,0,929,18,Rumphi
8,52,2023-02-20,1,0,930,18,Rumphi
9,53,2023-02-27,0,0,930,18,Rumphi
10,54,2023-03-06,0,0,930,18,Rumphi
11,55,2023-03-13,0,0,930,18,Rumphi
12,56,2023-03-20,0,0,930,18,Rumphi
13,57,2023-03-27,1,0,931,18,Rumphi
14,58,2023-04-03,0,0,931,18,Rumphi
15,59,2023-04-10,1,0,932,18,Rumphi
16,60,2023-04-17,0,0,932,18,Rumphi
17,61,2023-04-24,0,0,932,18,Rumphi
18,62,2023-05-01,0,0,932,18,Rumphi
19,63,2023-05-08,0,0,932,18,Rumphi
20,64,2023-05-15,0,0,932,18,Rumphi
21,65,2023-05-22,0,0,932,18,Rumphi
22,66,2023-05-29,0,0,932,18,Rumphi
23,67,2023-06-05,0,0,932,18,Rumphi
24,68,2023-06-12,0,0,932,18,Rumphi
25,69,2023-06-19,0,0,932,18,Rumphi
26,70,2023-06-26,0,0,932,18,Rumphi
27,71,2023-07-03,0,0,932,18,Rumphi
28,72,2023-07-10,0,0,932,18,Rumphi
29,73,2023-07-17,0,0,932,18,Rumphi
30,74,2023-07-24,0,0,932,18,Rumphi
31,75,2023-07-31,0,0,932,18,Rumphi
32,76,2023-08-07,0,0,932,18,Rumphi
33,77,2023-08-14,0,0,932,18,Rumphi
34,78,2023-08-21,0,0,932,18,Rumphi
35,79,2023-08-28,0,0,932,18,Rumphi
36,80,2023-09-04,0,0,932,18,Rumphi
37,81,2023-09-11,0,0,932,18,Rumphi
38,82,2023-09-18,0,0,932,18,Rumphi
39,83,2023-09-25,0,0,932,18,Rumphi
40,84,2023-10-02,0,0,932,18,Rumphi
41,85,2023-10-09,0,0,932,18,Rumphi
42,86,2023-10-16,0,0,932,18,Rumphi
43,87,2023-10-23,0,0,932,18,Rumphi
41,33,2022-10-10,91,0,91,0,Salima
42,34,2022-10-17,121,2,212,2,Salima
43,35,2022-10-24,126,1,338,3,Salima
44,36,2022-10-31,227,7,565,10,Salima
45,37,2022-11-07,207,13,772,23,Salima
46,38,2022-11-14,152,9,924,32,Salima
47,39,2022-11-21,166,4,1090,36,Salima
48,40,2022-11-28,158,1,1248,37,Salima
49,41,2022-12-05,137,1,1385,38,Salima
50,42,2022-12-12,106,3,1491,41,Salima
51,43,2022-12-19,108,1,1599,42,Salima
52,44,2022-12-26,185,6,1784,48,Salima
1,45,2023-01-02,235,8,2019,56,Salima
2,46,2023-01-09,184,2,2203,58,Salima
3,47,2023-01-16,197,1,2400,59,Salima
4,48,2023-01-23,174,6,2574,65,Salima
5,49,2023-01-30,218,6,2792,71,Salima
6,50,2023-02-06,137,7,2929,78,Salima
7,51,2023-02-13,163,6,3092,84,Salima
8,52,2023-02-20,147,5,3239,89,Salima
9,53,2023-02-27,118,2,3357,91,Salima
10,54,2023-03-06,109,2,3466,93,Salima
11,55,2023-03-13,48,3,3514,96,Salima
12,56,2023-03-20,21,0,3535,96,Salima
13,57,2023-03-27,12,1,3547,97,Salima
14,58,2023-04-03,14,0,3561,97,Salima
15,59,2023-04-10,15,0,3576,97,Salima
16,60,2023-04-17,3,0,3579,97,Salima
17,61,2023-04-24,1,0,3580,97,Salima
18,62,2023-05-01,4,0,3584,97,Salima
19,63,2023-05-08,3,0,3587,97,Salima
20,64,2023-05-15,7,0,3594,97,Salima
21,65,2023-05-22,3,0,3597,97,Salima
22,66,2023-05-29,2,0,3599,97,Salima
23,67,2023-06-05,0,0,3599,97,Salima
24,68,2023-06-12,0,0,3599,97,Salima
25,69,2023-06-19,0,0,3599,97,Salima
26,70,2023-06-26,0,0,3599,97,Salima
27,71,2023-07-03,0,0,3599,97,Salima
28,72,2023-07-10,0,0,3599,97,Salima
29,73,2023-07-17,0,0,3599,97,Salima
30,74,2023-07-24,0,0,3599,97,Salima
31,75,2023-07-31,0,0,3599,97,Salima
32,76,2023-08-07,0,0,3599,97,Salima
33,77,2023-08-14,0,0,3599,97,Salima
34,78,2023-08-21,0,0,3599,97,Salima
35,79,2023-08-28,0,0,3599,97,Salima
36,80,2023-09-04,0,0,3599,97,Salima
37,81,2023-09-11,0,0,3599,97,Salima
38,82,2023-09-18,0,0,3599,97,Salima
39,83,2023-09-25,0,0,3599,97,Salima
40,84,2023-10-02,0,0,3599,97,Salima
41,85,2023-10-09,0,0,3599,97,Salima
42,86,2023-10-16,0,0,3599,97,Salima
43,87,2023-10-23,0,0,3599,97,Salima
42,34,2022-10-17,11,1,11,1,Thyolo
43,35,2022-10-24,28,0,39,1,Thyolo
44,36,2022-10-31,11,1,50,2,Thyolo
45,37,2022-11-07,2,0,52,2,Thyolo
46,38,2022-11-14,1,0,53,2,Thyolo
47,39,2022-11-21,11,0,64,2,Thyolo
48,40,2022-11-28,0,0,64,2,Thyolo
49,41,2022-12-05,2,0,66,2,Thyolo
50,42,2022-12-12,0,0,66,2,Thyolo
51,43,2022-12-19,11,0,77,2,Thyolo
52,44,2022-12-26,76,2,153,4,Thyolo
1,45,2023-01-02,175,4,328,8,Thyolo
2,46,2023-01-09,184,4,512,12,Thyolo
3,47,2023-01-16,178,3,690,15,Thyolo
4,48,2023-01-23,172,3,862,18,Thyolo
5,49,2023-01-30,147,4,1009,22,Thyolo
6,50,2023-02-06,121,3,1130,25,Thyolo
7,51,2023-02-13,112,5,1242,30,Thyolo
8,52,2023-02-20,72,0,1314,30,Thyolo
9,53,2023-02-27,67,1,1381,31,Thyolo
10,54,2023-03-06,67,1,1448,32,Thyolo
11,55,2023-03-13,25,3,1473,35,Thyolo
12,56,2023-03-20,21,0,1494,35,Thyolo
13,57,2023-03-27,19,0,1513,35,Thyolo
14,58,2023-04-03,5,0,1518,35,Thyolo
15,59,2023-04-10,0,0,1518,35,Thyolo
16,60,2023-04-17,1,0,1519,35,Thyolo
17,61,2023-04-24,1,1,1520,36,Thyolo
18,62,2023-05-01,0,0,1520,36,Thyolo
19,63,2023-05-08,0,0,1520,36,Thyolo
20,64,2023-05-15,0,0,1520,36,Thyolo
21,65,2023-05-22,0,0,1520,36,Thyolo
22,66,2023-05-29,0,0,1520,36,Thyolo
23,67,2023-06-05,0,0,1520,36,Thyolo
24,68,2023-06-12,0,0,1520,36,Thyolo
25,69,2023-06-19,1,1,1521,37,Thyolo
26,70,2023-06-26,0,0,1521,37,Thyolo
27,71,2023-07-03,0,0,1521,37,Thyolo
28,72,2023-07-10,0,0,1521,37,Thyolo
29,73,2023-07-17,0,0,1521,37,Thyolo
30,74,2023-07-24,0,0,1521,37,Thyolo
31,75,2023-07-31,0,0,1521,37,Thyolo
32,76,2023-08-07,0,0,1521,37,Thyolo
33,77,2023-08-14,0,0,1521,37,Thyolo
34,78,2023-08-21,0,0,1521,37,Thyolo
35,79,2023-08-28,0,0,1521,37,Thyolo
36,80,2023-09-04,0,0,1521,37,Thyolo
37,81,2023-09-11,0,0,1521,37,Thyolo
38,82,2023-09-18,1,0,1522,37,Thyolo
39,83,2023-09-25,0,0,1522,37,Thyolo
40,84,2023-10-02,0,0,1522,37,Thyolo
41,85,2023-10-09,0,0,1522,37,Thyolo
42,86,2023-10-16,6,0,1528,37,Thyolo
43,87,2023-10-23,4,0,1532,37,Thyolo
34,26,2022-08-22,1,0,1,0,Zomba
35,27,2022-08-29,0,0,1,0,Zomba
36,28,2022-09-05,0,0,1,0,Zomba
37,29,2022-09-12,1,0,2,0,Zomba
38,30,2022-09-19,0,0,2,0,Zomba
39,31,2022-09-26,1,0,3,0,Zomba
40,32,2022-10-03,1,0,4,0,Zomba
41,33,2022-10-10,0,0,4,0,Zomba
42,34,2022-10-17,0,0,4,0,Zomba
43,35,2022-10-24,0,0,4,0,Zomba
44,36,2022-10-31,2,0,6,0,Zomba
45,37,2022-11-07,4,0,10,0,Zomba
46,38,2022-11-14,1,0,11,0,Zomba
47,39,2022-11-21,0,0,11,0,Zomba
48,40,2022-11-28,0,0,11,0,Zomba
49,41,2022-12-05,0,0,11,0,Zomba
50,42,2022-12-12,1,0,12,0,Zomba
51,43,2022-12-19,3,0,15,0,Zomba
52,44,2022-12-26,26,4,41,4,Zomba
1,45,2023-01-02,72,4,113,8,Zomba
2,46,2023-01-09,133,4,246,12,Zomba
3,47,2023-01-16,119,6,365,18,Zomba
4,48,2023-01-23,56,0,421,18,Zomba
5,49,2023-01-30,42,2,463,20,Zomba
6,50,2023-02-06,22,1,485,21,Zomba
7,51,2023-02-13,29,0,514,21,Zomba
8,52,2023-02-20,76,2,590,23,Zomba
9,53,2023-02-27,35,0,625,23,Zomba
10,54,2023-03-06,17,0,642,23,Zomba
11,55,2023-03-13,19,1,661,24,Zomba
12,56,2023-03-20,13,1,674,25,Zomba
13,57,2023-03-27,20,1,694,26,Zomba
14,58,2023-04-03,12,0,706,26,Zomba
15,59,2023-04-10,11,0,717,26,Zomba
16,60,2023-04-17,25,0,742,26,Zomba
17,61,2023-04-24,9,0,751,26,Zomba
18,62,2023-05-01,1,1,752,27,Zomba
19,63,2023-05-08,5,1,757,28,Zomba
20,64,2023-05-15,3,0,760,28,Zomba
21,65,2023-05-22,1,0,761,28,Zomba
22,66,2023-05-29,0,0,761,28,Zomba
23,67,2023-06-05,0,0,761,28,Zomba
24,68,2023-06-12,0,0,761,28,Zomba
25,69,2023-06-19,0,0,761,28,Zomba
26,70,2023-06-26,0,0,761,28,Zomba
27,71,2023-07-03,2,2,763,30,Zomba
28,72,2023-07-10,0,0,763,30,Zomba
29,73,2023-07-17,0,0,763,30,Zomba
30,74,2023-07-24,0,0,763,30,Zomba
31,75,2023-07-31,1,0,764,30,Zomba
32,76,2023-08-07,0,0,764,30,Zomba
33,77,2023-08-14,0,0,764,30,Zomba
34,78,2023-08-21,0,0,764,30,Zomba
35,79,2023-08-28,0,0,764,30,Zomba
36,80,2023-09-04,0,0,764,30,Zomba
37,81,2023-09-11,0,0,764,30,Zomba
38,82,2023-09-18,0,0,764,30,Zomba
39,83,2023-09-25,0,0,764,30,Zomba
40,84,2023-10-02,0,0,764,30,Zomba
41,85,2023-10-09,0,0,764,30,Zomba
42,86,2023-10-16,0,0,764,30,Zomba
43,87,2023-10-23,0,0,764,30,Zomba
